url_id,Second,Actions_id
fNcxxBjEOgw,930,[12 17 80]
fNcxxBjEOgw,938,[11 63]
fNcxxBjEOgw,977,[14 17 48 59]
fNcxxBjEOgw,978,[12 17 59]
fNcxxBjEOgw,1012,[ 1 17]
fNcxxBjEOgw,1028,[12]
fNcxxBjEOgw,1032,[ 1 17]
fNcxxBjEOgw,1043,[12 79 80]
fNcxxBjEOgw,1052,[14 54]
fNcxxBjEOgw,1053,[14 54]
fNcxxBjEOgw,1054,[14 54]
fNcxxBjEOgw,1055,[12 17 54 80]
fNcxxBjEOgw,1056,[12 17 54]
fNcxxBjEOgw,1057,[12 79]
fNcxxBjEOgw,1058,[12 79]
fNcxxBjEOgw,1060,[14]
fNcxxBjEOgw,1061,[14]
fNcxxBjEOgw,1104,[12]
fNcxxBjEOgw,1106,[12]
fNcxxBjEOgw,1107,[12]
fNcxxBjEOgw,1108,[14]
fNcxxBjEOgw,1109,[14 17]
fNcxxBjEOgw,1117,[14]
fNcxxBjEOgw,1118,[14]
fNcxxBjEOgw,1122,[14 54]
fNcxxBjEOgw,1123,[14 54]
fNcxxBjEOgw,1148,[14 17]
fNcxxBjEOgw,1149,[14 17]
fNcxxBjEOgw,1150,[12 58]
fNcxxBjEOgw,1158,[12 17]
fNcxxBjEOgw,1159,[12 17 34 46]
fNcxxBjEOgw,1160,[17 34  7]
fNcxxBjEOgw,1162,[12 74 80]
fNcxxBjEOgw,1164,[12 69 79 80]
fNcxxBjEOgw,1165,[12 79]
fNcxxBjEOgw,1166,[12 79]
fNcxxBjEOgw,1167,[12 79]
fNcxxBjEOgw,1168,[11 79]
fNcxxBjEOgw,1169,[11 79]
fNcxxBjEOgw,1170,[12 79]
fNcxxBjEOgw,1171,[12 79]
fNcxxBjEOgw,1172,[12 79]
fNcxxBjEOgw,1179,[12]
fNcxxBjEOgw,1181,[12]
fNcxxBjEOgw,1182,[12]
fNcxxBjEOgw,1190,[11 61]
fNcxxBjEOgw,1191,[11 61]
fNcxxBjEOgw,1192,[11]
fNcxxBjEOgw,1193,[11]
fNcxxBjEOgw,1194,[11 61]
fNcxxBjEOgw,1196,[11]
fNcxxBjEOgw,1197,[11 80]
fNcxxBjEOgw,1198,[11 80]
fNcxxBjEOgw,1199,[11]
fNcxxBjEOgw,1200,[11 79]
fNcxxBjEOgw,1201,[11 79]
fNcxxBjEOgw,1202,[11 74 79 80]
fNcxxBjEOgw,1203,[11 79]
fNcxxBjEOgw,1204,[11 79]
fNcxxBjEOgw,1205,[11 79]
fNcxxBjEOgw,1206,[11 79 80]
fNcxxBjEOgw,1207,[11 79]
fNcxxBjEOgw,1208,[11 79]
fNcxxBjEOgw,1209,[11 79]
fNcxxBjEOgw,1210,[11 79]
fNcxxBjEOgw,1211,[11 79]
fNcxxBjEOgw,1212,[11 79]
fNcxxBjEOgw,1213,[11 79]
fNcxxBjEOgw,1214,[11 79]
fNcxxBjEOgw,1215,[11 79]
fNcxxBjEOgw,1216,[11 79]
fNcxxBjEOgw,1217,[11 79]
fNcxxBjEOgw,1218,[11 79]
fNcxxBjEOgw,1219,[11 79]
